header	seqid	accession	identity	evalue	sciname	taxids	taxonomy
>ERR2696756.117 10317.000100334_116 length=151 number of reps 242	ERR2696756.117				uncultured bacterium		
>ERR2696650.21940 10317.000093606_21939 length=151 number of reps 242	ERR2696650.21940				uncultured bacterium		
>ERR2696650.10947 10317.000093606_10946 length=151 number of reps 242	ERR2696650.10947				uncultured bacterium		
>ERR2696650.1366 10317.000093606_1365 length=151 number of reps 240	ERR2696650.1366				uncultured bacterium		
>ERR2092006.70 10317.000062971_69 length=150 number of reps 239	ERR2092006.70				uncultured bacterium		
>ERR2696650.8118 10317.000093606_8117 length=151 number of reps 237	ERR2696650.8118				uncultured bacterium		
>ERR2696650.1474 10317.000093606_1473 length=151 number of reps 236	ERR2696650.1474				uncultured bacterium		
>ERR2523869.11138 10317.000052019_11137 length=151 number of reps 235	ERR2523869.11138				uncultured bacterium		
>ERR2092387.26 10317.000067987_25 length=150 number of reps 235	ERR2092387.26				uncultured bacterium		
>ERR4019034.153 10317.000072547_152 length=151 number of reps 234	ERR4019034.153				uncultured bacterium		
>ERR1841829.1452 10317.000059163_1451 length=150 number of reps 234	ERR1841829.1452				uncultured bacterium		
>ERR1841829.2085 10317.000059163_2084 length=150 number of reps 233	ERR1841829.2085				uncultured bacterium		
>ERR2696650.367 10317.000093606_366 length=151 number of reps 232	ERR2696650.367				uncultured bacterium		
>ERR2319592.535 10317.000071590_534 length=151 number of reps 232	ERR2319592.535				uncultured bacterium		
>ERR2092387.91 10317.000067987_90 length=150 number of reps 232	ERR2092387.91				uncultured bacterium		
>ERR1841829.1100 10317.000059163_1099 length=150 number of reps 232	ERR1841829.1100				uncultured bacterium		
>ERR2697054.27 10317.000094641_26 length=151 number of reps 229	ERR2697054.27				uncultured bacterium		
>ERR2319445.378 10317.000067892_377 length=151 number of reps 228	ERR2319445.378				uncultured bacterium		
>ERR2304070.963 10317.000076751_962 length=151 number of reps 228	ERR2304070.963				uncultured bacterium		
>ERR2523869.69 10317.000052019_68 length=151 number of reps 227	ERR2523869.69				uncultured bacterium		
>ERR4019034.14 10317.000072547_13 length=151 number of reps 226	ERR4019034.14				uncultured bacterium		
>ERR4019034.2568 10317.000072547_2567 length=151 number of reps 225	ERR4019034.2568				uncultured bacterium		
>ERR4020648.5774 10317.000101190_5773 length=151 number of reps 224	ERR4020648.5774				uncultured bacterium		
>ERR2696650.9188 10317.000093606_9187 length=151 number of reps 224	ERR2696650.9188				uncultured bacterium		
>ERR2696650.2060 10317.000093606_2059 length=151 number of reps 223	ERR2696650.2060				uncultured bacterium		
>ERR2032945.1538 10317.000068279_1537 length=150 number of reps 223	ERR2032945.1538				uncultured bacterium		
>ERR2306263.513 10317.000079461_512 length=151 number of reps 222	ERR2306263.513				uncultured bacterium		
>ERR1845928.16 10317.000039516_15 length=150 number of reps 220	ERR1845928.16				uncultured bacterium		
>ERR4019034.507 10317.000072547_506 length=151 number of reps 217	ERR4019034.507				uncultured bacterium		
>ERR4019034.482 10317.000072547_481 length=151 number of reps 216	ERR4019034.482				uncultured bacterium		
>ERR2696650.23039 10317.000093606_23038 length=151 number of reps 216	ERR2696650.23039				uncultured bacterium		
>ERR2092387.508 10317.000067987_507 length=150 number of reps 216	ERR2092387.508				uncultured bacterium		
>ERR2696756.8484 10317.000100334_8483 length=151 number of reps 215	ERR2696756.8484				uncultured bacterium		
>ERR2696650.770 10317.000093606_769 length=151 number of reps 215	ERR2696650.770				uncultured bacterium		
>ERR2696650.1128 10317.000093606_1127 length=151 number of reps 215	ERR2696650.1128				uncultured bacterium		
>ERR1841829.44 10317.000059163_43 length=150 number of reps 215	ERR1841829.44				uncultured bacterium		
>ERR2696650.11459 10317.000093606_11458 length=151 number of reps 213	ERR2696650.11459				uncultured bacterium		
>ERR1841829.490 10317.000059163_489 length=150 number of reps 212	ERR1841829.490				uncultured bacterium		
>ERR2524177.248 10317.000090080_247 length=151 number of reps 211	ERR2524177.248				uncultured bacterium		
>ERR2304070.14424 10317.000076751_14423 length=151 number of reps 211	ERR2304070.14424				uncultured bacterium		
>ERR2092071.17738 10317.000068295_17737 length=150 number of reps 211	ERR2092071.17738				uncultured bacterium		
>ERR2696650.20283 10317.000093606_20282 length=151 number of reps 210	ERR2696650.20283				uncultured bacterium		
>ERR2306263.116 10317.000079461_115 length=151 number of reps 210	ERR2306263.116				uncultured bacterium		
>ERR2405130.3307 10317.000082850_3306 length=151 number of reps 209	ERR2405130.3307				uncultured bacterium		
>ERR1841829.878 10317.000059163_877 length=150 number of reps 208	ERR1841829.878				uncultured bacterium		
>ERR2314353.128 10317.000072842_127 length=151 number of reps 205	ERR2314353.128				uncultured bacterium		
>ERR2032945.45 10317.000068279_44 length=150 number of reps 205	ERR2032945.45				uncultured bacterium		
>ERR4019034.252 10317.000072547_251 length=151 number of reps 204	ERR4019034.252				uncultured bacterium		
>ERR2092387.1326 10317.000067987_1325 length=150 number of reps 204	ERR2092387.1326				uncultured bacterium		
>ERR2032945.1902 10317.000068279_1901 length=150 number of reps 202	ERR2032945.1902				uncultured bacterium		
>ERR2306263.273 10317.000079461_272 length=151 number of reps 201	ERR2306263.273				uncultured bacterium		
>ERR1841829.14791 10317.000059163_14790 length=150 number of reps 201	ERR1841829.14791				uncultured bacterium		
>ERR2696756.32636 10317.000100334_32635 length=151 number of reps 200	ERR2696756.32636				uncultured bacterium		
>ERR2696650.54 10317.000093606_53 length=151 number of reps 200	ERR2696650.54				uncultured bacterium		
>ERR2696650.13711 10317.000093606_13710 length=151 number of reps 200	ERR2696650.13711				uncultured bacterium		
>ERR2579676.69 10317.000047573_68 length=151 number of reps 200	ERR2579676.69				uncultured bacterium		
>ERR2092387.8516 10317.000067987_8515 length=150 number of reps 200	ERR2092387.8516				uncultured bacterium		
>ERR2319445.265 10317.000067892_264 length=151 number of reps 198	ERR2319445.265				uncultured bacterium		
>ERR2696650.756 10317.000093606_755 length=151 number of reps 196	ERR2696650.756				uncultured bacterium		
>ERR2092387.588 10317.000067987_587 length=150 number of reps 196	ERR2092387.588				uncultured bacterium		
>ERR1841829.2048 10317.000059163_2047 length=150 number of reps 196	ERR1841829.2048				uncultured bacterium		
>ERR2696650.1212 10317.000093606_1211 length=151 number of reps 195	ERR2696650.1212				uncultured bacterium		
>ERR2306263.1141 10317.000079461_1140 length=151 number of reps 194	ERR2306263.1141				uncultured bacterium		
>ERR4019034.899 10317.000072547_898 length=151 number of reps 193	ERR4019034.899				uncultured bacterium		
>ERR1841829.1322 10317.000059163_1321 length=150 number of reps 193	ERR1841829.1322				uncultured bacterium		
>ERR2697054.105 10317.000094641_104 length=151 number of reps 191	ERR2697054.105				uncultured bacterium		
>ERR2696756.6677 10317.000100334_6676 length=151 number of reps 191	ERR2696756.6677				uncultured bacterium		
>ERR2696650.1620 10317.000093606_1619 length=151 number of reps 190	ERR2696650.1620				uncultured bacterium		
>ERR2523869.10 10317.000052019_9 length=151 number of reps 190	ERR2523869.10				uncultured bacterium		
>ERR2405130.300 10317.000082850_299 length=149 number of reps 190	ERR2405130.300				uncultured bacterium		
>ERR1841829.1243 10317.000059163_1242 length=150 number of reps 188	ERR1841829.1243				uncultured bacterium		
>ERR2306263.33 10317.000079461_32 length=151 number of reps 186	ERR2306263.33				uncultured bacterium		
>ERR4019034.425 10317.000072547_424 length=151 number of reps 185	ERR4019034.425				uncultured bacterium		
>ERR2306263.435 10317.000079461_434 length=151 number of reps 184	ERR2306263.435				uncultured bacterium		
>ERR2306263.2 10317.000079461_1 length=151 number of reps 184	ERR2306263.2				uncultured bacterium		
>ERR1841829.1540 10317.000059163_1539 length=150 number of reps 184	ERR1841829.1540				uncultured bacterium		
>ERR2696650.11123 10317.000093606_11122 length=151 number of reps 183	ERR2696650.11123				uncultured bacterium		
>ERR1841829.4008 10317.000059163_4007 length=150 number of reps 182	ERR1841829.4008				uncultured bacterium		
>ERR4019034.410 10317.000072547_409 length=151 number of reps 180	ERR4019034.410				uncultured bacterium		
>ERR4019034.1396 10317.000072547_1395 length=151 number of reps 180	ERR4019034.1396				uncultured bacterium		
>ERR2696650.1227 10317.000093606_1226 length=151 number of reps 180	ERR2696650.1227				uncultured bacterium		
>ERR2319592.60 10317.000071590_59 length=151 number of reps 180	ERR2319592.60				uncultured bacterium		
>ERR2306263.466 10317.000079461_465 length=151 number of reps 180	ERR2306263.466				uncultured bacterium		
>ERR2696650.326 10317.000093606_325 length=151 number of reps 179	ERR2696650.326				uncultured bacterium		
>ERR2319445.6586 10317.000067892_6585 length=149 number of reps 179	ERR2319445.6586				uncultured bacterium		
>ERR2306263.8646 10317.000079461_8645 length=151 number of reps 179	ERR2306263.8646				uncultured bacterium		
>ERR2696756.3956 10317.000100334_3955 length=151 number of reps 178	ERR2696756.3956				uncultured bacterium		
>ERR1843850.164 10317.000059163_163 length=150 number of reps 178	ERR1843850.164				uncultured bacterium		
>ERR2696650.1545 10317.000093606_1544 length=151 number of reps 175	ERR2696650.1545				uncultured bacterium		
>ERR2696650.1346 10317.000093606_1345 length=151 number of reps 175	ERR2696650.1346				uncultured bacterium		
>ERR2306263.439 10317.000079461_438 length=151 number of reps 175	ERR2306263.439				uncultured bacterium		
>ERR2306263.307 10317.000079461_306 length=151 number of reps 175	ERR2306263.307				uncultured bacterium		
>ERR2032945.3831 10317.000068279_3830 length=150 number of reps 175	ERR2032945.3831				uncultured bacterium		
>ERR2304070.904 10317.000076751_903 length=151 number of reps 173	ERR2304070.904				uncultured bacterium		
>ERR2696650.3 10317.000093606_2 length=149 number of reps 172	ERR2696650.3				uncultured bacterium		
>ERR2306263.633 10317.000079461_632 length=151 number of reps 171	ERR2306263.633				uncultured bacterium		
>ERR1841829.8606 10317.000059163_8605 length=150 number of reps 170	ERR1841829.8606				uncultured bacterium		
>ERR2696650.6452 10317.000093606_6451 length=151 number of reps 169	ERR2696650.6452				uncultured bacterium		
>ERR2696650.657 10317.000093606_656 length=151 number of reps 168	ERR2696650.657				uncultured bacterium		
>ERR2696650.20917 10317.000093606_20916 length=151 number of reps 168	ERR2696650.20917				uncultured bacterium		
>ERR2696650.119 10317.000093606_118 length=151 number of reps 168	ERR2696650.119				uncultured bacterium		
>ERR2697054.467 10317.000094641_466 length=151 number of reps 167	ERR2697054.467				uncultured bacterium		
>ERR2697054.415 10317.000094641_414 length=151 number of reps 167	ERR2697054.415				uncultured bacterium		
>ERR2696650.26075 10317.000093606_26074 length=151 number of reps 166	ERR2696650.26075				uncultured bacterium		
>ERR2092387.2621 10317.000067987_2620 length=150 number of reps 166	ERR2092387.2621				uncultured bacterium		
>ERR2696756.177 10317.000100334_176 length=151 number of reps 163	ERR2696756.177				uncultured bacterium		
>ERR2696650.1662 10317.000093606_1661 length=151 number of reps 163	ERR2696650.1662				uncultured bacterium		
>ERR1841829.8565 10317.000059163_8564 length=150 number of reps 163	ERR1841829.8565				uncultured bacterium		
>ERR4019034.615 10317.000072547_614 length=151 number of reps 162	ERR4019034.615				uncultured bacterium		
>ERR4019034.10253 10317.000072547_10252 length=151 number of reps 161	ERR4019034.10253				uncultured bacterium		
>ERR2696650.5900 10317.000093606_5899 length=151 number of reps 161	ERR2696650.5900				uncultured bacterium		
>ERR2304070.15614 10317.000076751_15613 length=151 number of reps 161	ERR2304070.15614				uncultured bacterium		
>ERR2696756.496 10317.000100334_495 length=151 number of reps 160	ERR2696756.496				uncultured bacterium		
>ERR2697054.16 10317.000094641_15 length=151 number of reps 159	ERR2697054.16				uncultured bacterium		
>ERR2696650.1828 10317.000093606_1827 length=151 number of reps 158	ERR2696650.1828				uncultured bacterium		
>ERR2523869.8 10317.000052019_7 length=151 number of reps 158	ERR2523869.8				uncultured bacterium		
>ERR2319592.14773 10317.000071590_14772 length=151 number of reps 158	ERR2319592.14773				uncultured bacterium		
>ERR2092387.335 10317.000067987_334 length=150 number of reps 158	ERR2092387.335				uncultured bacterium		
>ERR2306263.1290 10317.000079461_1289 length=151 number of reps 157	ERR2306263.1290				uncultured bacterium		
>ERR2696650.765 10317.000093606_764 length=151 number of reps 156	ERR2696650.765				uncultured bacterium		
>ERR2092006.14673 10317.000062971_14672 length=150 number of reps 156	ERR2092006.14673				uncultured bacterium		
>ERR2032945.920 10317.000068279_919 length=150 number of reps 156	ERR2032945.920				uncultured bacterium		
>ERR1841829.16976 10317.000059163_16975 length=150 number of reps 155	ERR1841829.16976				uncultured bacterium		
>ERR1841829.157 10317.000059163_156 length=150 number of reps 155	ERR1841829.157				uncultured bacterium		
>ERR2092387.15610 10317.000067987_15609 length=150 number of reps 154	ERR2092387.15610				uncultured bacterium		
>ERR2579927.23961 10317.000072255_23960 length=151 number of reps 153	ERR2579927.23961				uncultured bacterium		
>ERR2523869.280 10317.000052019_279 length=151 number of reps 153	ERR2523869.280				uncultured bacterium		
>ERR1841829.17503 10317.000059163_17502 length=150 number of reps 153	ERR1841829.17503				uncultured bacterium		
>ERR2696756.2096 10317.000100334_2095 length=151 number of reps 152	ERR2696756.2096				uncultured bacterium		
>ERR2319592.7 10317.000071590_6 length=151 number of reps 152	ERR2319592.7				uncultured bacterium		
>ERR1841829.4180 10317.000059163_4179 length=150 number of reps 152	ERR1841829.4180				uncultured bacterium		
>ERR4019034.739 10317.000072547_738 length=151 number of reps 151	ERR4019034.739				uncultured bacterium		
>ERR2697054.328 10317.000094641_327 length=151 number of reps 151	ERR2697054.328				uncultured bacterium		
>ERR2696650.17 10317.000093606_16 length=151 number of reps 149	ERR2696650.17				uncultured bacterium		
>ERR2696650.121 10317.000093606_120 length=151 number of reps 149	ERR2696650.121				uncultured bacterium		
>ERR2092387.11341 10317.000067987_11340 length=150 number of reps 149	ERR2092387.11341				uncultured bacterium		
>ERR1841829.371 10317.000059163_370 length=150 number of reps 148	ERR1841829.371				uncultured bacterium		
>ERR4019034.4642 10317.000072547_4641 length=151 number of reps 147	ERR4019034.4642				uncultured bacterium		
>ERR2696756.3638 10317.000100334_3637 length=151 number of reps 147	ERR2696756.3638				uncultured bacterium		
>ERR2314353.5384 10317.000072842_5383 length=151 number of reps 147	ERR2314353.5384				uncultured bacterium		
>ERR2304070.862 10317.000076751_861 length=151 number of reps 147	ERR2304070.862				uncultured bacterium		
>ERR2032856.56 10317.000065701_55 length=150 number of reps 147	ERR2032856.56				uncultured bacterium		
>ERR4019182.1506 10317.000050338_1505 length=151 number of reps 146	ERR4019182.1506				uncultured bacterium		
>ERR2696650.10782 10317.000093606_10781 length=151 number of reps 145	ERR2696650.10782				uncultured bacterium		
>ERR2696650.148 10317.000093606_147 length=151 number of reps 144	ERR2696650.148				uncultured bacterium		
>ERR2319592.4122 10317.000071590_4121 length=151 number of reps 144	ERR2319592.4122				uncultured bacterium		
>ERR2092387.1515 10317.000067987_1514 length=150 number of reps 143	ERR2092387.1515				uncultured bacterium		
>ERR2092071.132 10317.000068295_131 length=150 number of reps 143	ERR2092071.132				uncultured bacterium		
>ERR4019034.10699 10317.000072547_10698 length=151 number of reps 142	ERR4019034.10699				uncultured bacterium		
>ERR2319592.959 10317.000071590_958 length=151 number of reps 142	ERR2319592.959				uncultured bacterium		
>ERR1841829.2278 10317.000059163_2277 length=150 number of reps 142	ERR1841829.2278				uncultured bacterium		
>ERR2697054.497 10317.000094641_496 length=151 number of reps 140	ERR2697054.497				uncultured bacterium		
>ERR2697054.113 10317.000094641_112 length=151 number of reps 140	ERR2697054.113				uncultured bacterium		
>ERR2523869.72 10317.000052019_71 length=151 number of reps 139	ERR2523869.72				uncultured bacterium		
>ERR1841829.11099 10317.000059163_11098 length=150 number of reps 139	ERR1841829.11099				uncultured bacterium		
>ERR2579927.185 10317.000072255_184 length=151 number of reps 138	ERR2579927.185				uncultured bacterium		
>ERR1841829.999 10317.000059163_998 length=150 number of reps 138	ERR1841829.999				uncultured bacterium		
>ERR1841829.3589 10317.000059163_3588 length=150 number of reps 138	ERR1841829.3589				uncultured bacterium		
>ERR2697054.18020 10317.000094641_18019 length=151 number of reps 137	ERR2697054.18020				uncultured bacterium		
>ERR2696650.11400 10317.000093606_11399 length=151 number of reps 137	ERR2696650.11400				uncultured bacterium		
>ERR2306263.803 10317.000079461_802 length=151 number of reps 137	ERR2306263.803				uncultured bacterium		
>ERR2092387.10505 10317.000067987_10504 length=150 number of reps 137	ERR2092387.10505				uncultured bacterium		
>ERR2696650.239 10317.000093606_238 length=151 number of reps 136	ERR2696650.239				uncultured bacterium		
>ERR2306263.272 10317.000079461_271 length=151 number of reps 136	ERR2306263.272				uncultured bacterium		
>ERR1843850.387 10317.000059163_386 length=150 number of reps 136	ERR1843850.387				uncultured bacterium		
>ERR4019034.603 10317.000072547_602 length=151 number of reps 135	ERR4019034.603				uncultured bacterium		
>ERR2306263.528 10317.000079461_527 length=151 number of reps 135	ERR2306263.528				uncultured bacterium		
>ERR2696650.9530 10317.000093606_9529 length=151 number of reps 134	ERR2696650.9530				uncultured bacterium		
>ERR2696650.1524 10317.000093606_1523 length=151 number of reps 134	ERR2696650.1524				uncultured bacterium		
>ERR2092387.554 10317.000067987_553 length=150 number of reps 134	ERR2092387.554				uncultured bacterium		
>ERR4019034.5907 10317.000072547_5906 length=151 number of reps 133	ERR4019034.5907				uncultured bacterium		
>ERR4019034.1075 10317.000072547_1074 length=151 number of reps 133	ERR4019034.1075				uncultured bacterium		
>ERR2319592.17759 10317.000071590_17758 length=151 number of reps 133	ERR2319592.17759				uncultured bacterium		
>ERR2306263.938 10317.000079461_937 length=151 number of reps 133	ERR2306263.938				uncultured bacterium		
>ERR2306263.404 10317.000079461_403 length=151 number of reps 133	ERR2306263.404				uncultured bacterium		
>ERR2696650.25601 10317.000093606_25600 length=151 number of reps 132	ERR2696650.25601				uncultured bacterium		
>ERR2405130.38 10317.000082850_37 length=151 number of reps 132	ERR2405130.38				uncultured bacterium		
>ERR2092006.11265 10317.000062971_11264 length=150 number of reps 132	ERR2092006.11265				uncultured bacterium		
>ERR4019034.10315 10317.000072547_10314 length=151 number of reps 131	ERR4019034.10315				uncultured bacterium		
>ERR1845928.3270 10317.000039516_3269 length=150 number of reps 131	ERR1845928.3270				uncultured bacterium		
>ERR1843850.96 10317.000059163_95 length=150 number of reps 131	ERR1843850.96	MH911821.1	100.0	6.3599999999999995e-71	uncultured Ruminococcaceae bacterium	541003	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NaN;uncultured Ruminococcaceae bacterium
>ERR1843850.306 10317.000059163_305 length=150 number of reps 131	ERR1843850.306	KY285460.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.349 10317.000093606_348 length=151 number of reps 129	ERR2696650.349	KY932791.1	100.0	1.7799999999999998e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2524177.12298 10317.000090080_12297 length=151 number of reps 129	ERR2524177.12298	KF067238.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2697054.1609 10317.000094641_1608 length=149 number of reps 128	ERR2697054.1609	MN474526.1	100.0	2.2699999999999994e-70	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2306263.344 10317.000079461_343 length=151 number of reps 128	ERR2306263.344	DQ806531.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2523869.36 10317.000052019_35 length=151 number of reps 127	ERR2523869.36	MH761665.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2314353.422 10317.000072842_421 length=151 number of reps 127	ERR2314353.422	CP027002.1	99.338	8.299999999999999e-70	[Ruminococcus] gnavus ATCC 29149	411470	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;[Ruminococcus] gnavus
>ERR2697054.32 10317.000094641_31 length=151 number of reps 126	ERR2697054.32	MN157183.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696756.413 10317.000100334_412 length=151 number of reps 126	ERR2696756.413	KC805148.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2319592.371 10317.000071590_370 length=151 number of reps 126	ERR2319592.371	KP910906.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2318296.222 10317.000073874_221 length=150 number of reps 126	ERR2318296.222	MK424358.1	100.0	6.3599999999999995e-71	uncultured Sneathia sp.	278067	Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Sneathia;uncultured Sneathia sp.
>ERR2306263.47609 10317.000079461_47608 length=151 number of reps 126	ERR2306263.47609	MT459243.1	100.0	1.7799999999999998e-71	Fusobacterium nucleatum subsp. animalis	76859	Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium nucleatum
>ERR2696650.16258 10317.000093606_16257 length=151 number of reps 125	ERR2696650.16258	CP053575.1	100.0	6.4199999999999995e-71	Citrobacter sp. TSA-1	184912	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter sp. TSA-1
>ERR2306263.1385 10317.000079461_1384 length=151 number of reps 125	ERR2306263.1385	GU959436.1	99.338	8.299999999999999e-70	uncultured Bacteroidetes bacterium	152509	Bacteroidetes;NaN;NaN;NaN;NaN;uncultured Bacteroidetes bacterium
>ERR1841829.2326 10317.000059163_2325 length=150 number of reps 125	ERR1841829.2326	MN156611.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019034.556 10317.000072547_555 length=151 number of reps 124	ERR4019034.556	KT301601.1	100.0	1.7799999999999998e-71	uncultured Klebsiella sp.	284011	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;uncultured Klebsiella sp.
>ERR2306263.108 10317.000079461_107 length=151 number of reps 124	ERR2306263.108	EU465201.1	99.338	8.299999999999999e-70	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2304070.4522 10317.000076751_4521 length=151 number of reps 124	ERR2304070.4522	HQ788743.1	100.0	1.7799999999999998e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2696650.12823 10317.000093606_12822 length=151 number of reps 123	ERR2696650.12823	LC515556.1	100.0	6.4199999999999995e-71	Collinsella aerofaciens	74426	Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella aerofaciens
>ERR2306263.1239 10317.000079461_1238 length=151 number of reps 123	ERR2306263.1239	GU959436.1	98.675	3.86e-68	uncultured Bacteroidetes bacterium	152509	Bacteroidetes;NaN;NaN;NaN;NaN;uncultured Bacteroidetes bacterium
>ERR1843850.39 10317.000059163_38 length=150 number of reps 123	ERR1843850.39	MN474336.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.5567 10317.000093606_5566 length=151 number of reps 122	ERR2696650.5567	KY285586.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.523 10317.000093606_522 length=151 number of reps 122	ERR2696650.523	CP048437.1	99.338	8.299999999999999e-70	Faecalibacterium prausnitzii A2-165	411483	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii
>ERR2696650.577 10317.000093606_576 length=151 number of reps 121	ERR2696650.577	KX970805.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.1567 10317.000093606_1566 length=151 number of reps 121	ERR2696650.1567	LR640650.1	100.0	6.4199999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1843850.2028 10317.000059163_2027 length=150 number of reps 121	ERR1843850.2028	EF706660.1	100.0	6.3599999999999995e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR1841829.135 10317.000059163_134 length=150 number of reps 121	ERR1841829.135	MG270208.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2697054.333 10317.000094641_332 length=151 number of reps 120	ERR2697054.333	MN211847.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2319592.10464 10317.000071590_10463 length=151 number of reps 120	ERR2319592.10464	CP027002.1	99.338	8.299999999999999e-70	[Ruminococcus] gnavus ATCC 29149	411470	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;[Ruminococcus] gnavus
>ERR2318010.600 10317.000039742_599 length=151 number of reps 120	ERR2318010.600	KX969808.1	98.675	3.86e-68	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2314353.289 10317.000072842_288 length=151 number of reps 120	ERR2314353.289	KJ422647.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2697054.66 10317.000094641_65 length=151 number of reps 119	ERR2697054.66	MN474137.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.5893 10317.000093606_5892 length=151 number of reps 119	ERR2696650.5893	MT268987.1	100.0	6.4199999999999995e-71	Bacteroides ovatus	28116	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus
>ERR2696650.32 10317.000093606_31 length=151 number of reps 119	ERR2696650.32	MT268988.1	99.338	8.299999999999999e-70	Bacteroides uniformis	820	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis
>ERR2696650.13097 10317.000093606_13096 length=151 number of reps 119	ERR2696650.13097	HM807021.1	100.0	8.299999999999999e-70	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2092387.33 10317.000067987_32 length=150 number of reps 119	ERR2092387.33	MT463733.1	100.0	2.96e-69	Bacteroides vulgatus	821	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides vulgatus
>ERR2696756.458 10317.000100334_457 length=151 number of reps 118	ERR2696756.458	LC355510.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696756.731 10317.000100334_730 length=151 number of reps 116	ERR2696756.731	MN212281.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.83 10317.000093606_82 length=151 number of reps 116	ERR2696650.83	JN611629.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1846078.130 10317.000054345_129 length=150 number of reps 116	ERR1846078.130	MN474347.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1841829.745 10317.000059163_744 length=150 number of reps 116	ERR1841829.745	MN474469.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
