header	seqid	accession	identity	evalue	sciname	taxids	taxonomy
>ERR2696999.1880 10317.000093103_1879 length=151 number of reps 234	ERR2696999.1880	KC304281.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1854752.83 10317.000065320_82 length=150 number of reps 231	ERR1854752.83	LC515634.1	99.333	2.96e-69	Bacteroides stercoris	46506	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides stercoris
>ERR2696999.2092 10317.000093103_2091 length=151 number of reps 230	ERR2696999.2092	CP048437.1	99.338	8.309999999999998e-70	Faecalibacterium prausnitzii A2-165	411483	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii
>ERR2697882.16384 10317.000097473_16383 length=151 number of reps 229	ERR2697882.16384	MH761899.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.187 10317.000107269_186 length=151 number of reps 228	ERR4019312.187	CP020509.1	100.0	1.7899999999999994e-71	Escherichia coli	562	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR2697882.151 10317.000097473_150 length=151 number of reps 225	ERR2697882.151	MN505694.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.1615 10317.000107269_1614 length=151 number of reps 224	ERR4019312.1615	MT416449.1	99.338	8.309999999999998e-70	Escherichia coli	562	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR2696999.1479 10317.000093103_1478 length=151 number of reps 221	ERR2696999.1479	LR654642.1	100.0	6.429999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842802.1682 10317.000050274_1681 length=150 number of reps 221	ERR1842802.1682	MG857875.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.138 10317.000093103_137 length=151 number of reps 220	ERR2696999.138	MK728230.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.1173 10317.000093103_1172 length=151 number of reps 220	ERR2696999.1173	MH761645.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1389836.323 10317.000038305_322 length=150 number of reps 220	ERR1389836.323	CP051128.1	100.0	6.369999999999999e-71	Bacillus megaterium	1404	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus megaterium
>ERR2033470.15762 10317.000068175_15761 length=150 number of reps 219	ERR2033470.15762	MH569932.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1417508.625 10317.000033063_624 length=150 number of reps 218	ERR1417508.625	LC487980.1	100.0	6.369999999999999e-71	Dialister sp. 5BBH33	2582419	Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister;Dialister hominis
>ERR2696999.26054 10317.000093103_26053 length=151 number of reps 216	ERR2696999.26054	MG702800.1	100.0	6.429999999999998e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR2696999.2361 10317.000093103_2360 length=151 number of reps 215	ERR2696999.2361	MN474561.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.85 10317.000068175_84 length=150 number of reps 215	ERR2033470.85	MN474561.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.184 10317.000068175_183 length=150 number of reps 214	ERR2033470.184	KF385804.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033469.11832 10317.000068174_11831 length=150 number of reps 214	ERR2033469.11832	MH570035.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.7588 10317.000068175_7587 length=150 number of reps 213	ERR2033470.7588	MH467921.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842637.4654 10317.000062086_4653 length=150 number of reps 212	ERR1842637.4654	MN474282.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1597056.160 10317.000042630_159 length=150 number of reps 212	ERR1597056.160	HQ791674.1	100.0	6.369999999999999e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2696999.6923 10317.000093103_6922 length=151 number of reps 211	ERR2696999.6923	KF385804.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696475.2599 10317.000075933_2598 length=151 number of reps 211	ERR2696475.2599	KC304481.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.1142 10317.000093103_1141 length=151 number of reps 210	ERR2696999.1142	MT524333.1	100.0	1.7899999999999994e-71	Lactobacillus brevis	1580	Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus brevis
>ERR2696475.11010 10317.000075933_11009 length=151 number of reps 206	ERR2696475.11010	KF233168.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2319482.3 10317.000068173_2 length=151 number of reps 205	ERR2319482.3	KU020661.1	100.0	1.7899999999999994e-71	uncultured microorganism	358574	NaN;NaN;NaN;NaN;NaN;uncultured microorganism
>ERR2696999.997 10317.000093103_996 length=149 number of reps 203	ERR2696999.997	MT268993.1	100.0	2.2699999999999994e-70	Odoribacter splanchnicus	28118	Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;Odoribacter splanchnicus
>ERR2697993.194 10317.000098679_193 length=151 number of reps 202	ERR2697993.194	MT445136.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.265 10317.000093103_264 length=151 number of reps 202	ERR2696999.265	CP051672.1	100.0	1.7899999999999994e-71	Parabacteroides distasonis	823	Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis
>ERR2033470.757 10317.000068175_756 length=150 number of reps 201	ERR2033470.757	MH761696.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2697882.327 10317.000097473_326 length=151 number of reps 200	ERR2697882.327	LC529453.1	100.0	1.7899999999999994e-71	Achromobacter sp.	134375	Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter sp.
>ERR2033470.1883 10317.000068175_1882 length=150 number of reps 200	ERR2033470.1883	LR647866.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2304099.1420 10317.000079833_1419 length=151 number of reps 199	ERR2304099.1420	MH761555.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2697882.86 10317.000097473_85 length=151 number of reps 198	ERR2697882.86	MT106886.1	100.0	1.7899999999999994e-71	Flavobacterium johnsoniae	986	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium johnsoniae
>ERR4019312.1551 10317.000107269_1550 length=151 number of reps 197	ERR4019312.1551	CP020509.1	100.0	6.429999999999998e-71	Escherichia coli	562	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR2056801.88 10317.000037933_87 length=150 number of reps 197	ERR2056801.88	KF843606.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019071.1422 10317.000074586_1421 length=151 number of reps 195	ERR4019071.1422	MT516210.1	100.0	1.7899999999999994e-71	Lactobacillus paracasei	1597	Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus paracasei
>ERR2696999.18589 10317.000093103_18588 length=151 number of reps 195	ERR2696999.18589	LR638605.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.11249 10317.000093103_11248 length=151 number of reps 193	ERR2696999.11249	MN474282.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2056801.227 10317.000037933_226 length=150 number of reps 193	ERR2056801.227	MT154231.1	100.0	6.369999999999999e-71	Staphylococcus haemolyticus	1283	Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus haemolyticus
>ERR2696475.1356 10317.000075933_1355 length=151 number of reps 191	ERR2696475.1356	KY285938.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696591.243 10317.000092754_242 length=151 number of reps 190	ERR2696591.243	KX655255.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.308 10317.000068175_307 length=150 number of reps 189	ERR2033470.308	MH291422.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.14390 10317.000093103_14389 length=151 number of reps 188	ERR2696999.14390	MT515977.1	99.338	8.309999999999998e-70	Bacteroides vulgatus	821	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides vulgatus
>ERR1842637.202 10317.000062086_201 length=150 number of reps 188	ERR1842637.202	MH761181.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696475.10173 10317.000075933_10172 length=151 number of reps 187	ERR2696475.10173	HQ792096.1	100.0	1.7899999999999994e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR1842802.644 10317.000050274_643 length=150 number of reps 185	ERR1842802.644	MN212470.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.13929 10317.000093103_13928 length=151 number of reps 184	ERR2696999.13929	LC515557.1	100.0	1.7899999999999994e-71	Dysosmobacter welbionis	2093857	Firmicutes;Clostridia;Clostridiales;Oscillospiraceae;Dysosmobacter;Dysosmobacter welbionis
>ERR2033470.451 10317.000068175_450 length=150 number of reps 184	ERR2033470.451	KC304281.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842802.776 10317.000050274_775 length=150 number of reps 183	ERR1842802.776	CP048437.1	99.333	2.96e-69	Faecalibacterium prausnitzii A2-165	411483	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii
>ERR1842802.253 10317.000050274_252 length=150 number of reps 183	ERR1842802.253	MN474769.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696475.13575 10317.000075933_13574 length=151 number of reps 180	ERR2696475.13575	MK727298.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.564 10317.000068175_563 length=150 number of reps 180	ERR2033470.564	MT515977.1	99.333	2.96e-69	Bacteroides vulgatus	821	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides vulgatus
>ERR2696999.10003 10317.000093103_10002 length=151 number of reps 179	ERR2696999.10003	JN610693.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2304099.15094 10317.000079833_15093 length=151 number of reps 179	ERR2304099.15094	KY285527.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4018975.111 10317.000069197_110 length=151 number of reps 177	ERR4018975.111	GU956513.1	100.0	1.7899999999999994e-71	uncultured Bacteroidetes bacterium	152509	Bacteroidetes;NaN;NaN;NaN;NaN;uncultured Bacteroidetes bacterium
>ERR2696999.2467 10317.000093103_2466 length=151 number of reps 177	ERR2696999.2467	LC515569.1	100.0	1.7899999999999994e-71	Flavonifractor plautii	292800	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Flavonifractor;Flavonifractor plautii
>ERR2303862.977 10317.000059959_976 length=151 number of reps 177	ERR2303862.977	KT925216.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842802.280 10317.000050274_279 length=150 number of reps 176	ERR1842802.280	LR651281.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.2147 10317.000107269_2146 length=151 number of reps 175	ERR4019312.2147	KC805148.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.670 10317.000093103_669 length=151 number of reps 175	ERR2696999.670	MN474461.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1389836.65 10317.000038305_64 length=150 number of reps 175	ERR1389836.65	MN474180.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.26021 10317.000093103_26020 length=151 number of reps 174	ERR2696999.26021	CP048627.1	99.338	8.309999999999998e-70	Megamonas funiformis	437897	Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas funiformis
>ERR2696475.2785 10317.000075933_2784 length=151 number of reps 174	ERR2696475.2785	KY671809.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.11620 10317.000093103_11619 length=151 number of reps 172	ERR2696999.11620	MN474844.1	100.0	6.429999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2056801.465 10317.000037933_464 length=150 number of reps 172	ERR2056801.465	MT445141.1	99.333	2.96e-69	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.2433 10317.000107269_2432 length=151 number of reps 171	ERR4019312.2433	KF095632.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019071.1349 10317.000074586_1348 length=151 number of reps 169	ERR4019071.1349	FJ510245.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.2189 10317.000093103_2188 length=151 number of reps 169	ERR2696999.2189	MT445090.1	99.338	8.309999999999998e-70	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.825 10317.000068175_824 length=150 number of reps 169	ERR2033470.825	MH221941.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696475.12249 10317.000075933_12248 length=151 number of reps 168	ERR2696475.12249	MN156611.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.154 10317.000068175_153 length=150 number of reps 168	ERR2033470.154	MT268993.1	100.0	6.369999999999999e-71	Odoribacter splanchnicus	28118	Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;Odoribacter splanchnicus
>ERR2696999.785 10317.000093103_784 length=151 number of reps 166	ERR2696999.785	MT445091.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696475.249 10317.000075933_248 length=151 number of reps 166	ERR2696475.249	MT515977.1	99.338	8.309999999999998e-70	Bacteroides vulgatus	821	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides vulgatus
>ERR2304099.1169 10317.000079833_1168 length=151 number of reps 166	ERR2304099.1169	MF895908.1	100.0	1.7899999999999994e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR4019071.9 10317.000074586_8 length=151 number of reps 165	ERR4019071.9	MN474303.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2523964.584 10317.000076672_583 length=151 number of reps 165	ERR2523964.584	MT250924.1	99.338	8.309999999999998e-70	Pseudomonas fragi	296	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fragi
>ERR2033469.6519 10317.000068174_6518 length=150 number of reps 165	ERR2033469.6519	MN212518.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.2628 10317.000107269_2627 length=151 number of reps 164	ERR4019312.2628	LC267303.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2697882.2 10317.000097473_1 length=151 number of reps 164	ERR2697882.2	MT522611.1	99.338	8.309999999999998e-70	Pseudomonas sp.	306	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp.
>ERR2696999.5008 10317.000093103_5007 length=151 number of reps 164	ERR2696999.5008	KY260117.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.16523 10317.000093103_16522 length=151 number of reps 164	ERR2696999.16523	HQ790645.1	100.0	1.7899999999999994e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2696475.725 10317.000075933_724 length=151 number of reps 163	ERR2696475.725	DQ801364.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.9695 10317.000093103_9694 length=151 number of reps 162	ERR2696999.9695	MH761844.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842637.800 10317.000062086_799 length=150 number of reps 162	ERR1842637.800	LR640736.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1315996.51 10317.000033728_50 length=150 number of reps 162	ERR1315996.51	KC304066.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.426 10317.000107269_425 length=151 number of reps 161	ERR4019312.426	MT416449.1	99.338	8.309999999999998e-70	Escherichia coli	562	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR2697882.133 10317.000097473_132 length=151 number of reps 161	ERR2697882.133	KP106124.1	100.0	1.7899999999999994e-71	uncultured Parabacteroides sp.	512312	Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;uncultured Parabacteroides sp.
>ERR2696999.19384 10317.000093103_19383 length=151 number of reps 161	ERR2696999.19384	JN413784.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696475.2298 10317.000075933_2297 length=151 number of reps 161	ERR2696475.2298	KC301660.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2304099.9801 10317.000079833_9800 length=151 number of reps 161	ERR2304099.9801	HQ791752.1	100.0	1.7899999999999994e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2697882.20 10317.000097473_19 length=151 number of reps 160	ERR2697882.20	MT425999.1	100.0	1.7899999999999994e-71	Rhizobium sp.	391	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;Rhizobium sp.
>ERR1842802.10529 10317.000050274_10528 length=150 number of reps 160	ERR1842802.10529	MG859037.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.1685 10317.000107269_1684 length=151 number of reps 159	ERR4019312.1685	MF365471.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019279.117 10317.000105371_116 length=150 number of reps 159	ERR4019279.117	MT476935.1	100.0	6.369999999999999e-71	Sphingobacterium sp.	341027	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp.
>ERR2696999.5478 10317.000093103_5477 length=151 number of reps 159	ERR2696999.5478	MT516164.1	100.0	1.7899999999999994e-71	Streptococcus salivarius	1304	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius
>ERR2033469.12966 10317.000068174_12965 length=150 number of reps 158	ERR2033469.12966	LC528171.1	100.0	6.369999999999999e-71	Akkermansia muciniphila	239935	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila
>ERR1842802.3097 10317.000050274_3096 length=150 number of reps 157	ERR1842802.3097	LC515557.1	100.0	6.369999999999999e-71	Dysosmobacter welbionis	2093857	Firmicutes;Clostridia;Clostridiales;Oscillospiraceae;Dysosmobacter;Dysosmobacter welbionis
>ERR1315996.57 10317.000033728_56 length=150 number of reps 157	ERR1315996.57	KX593292.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033469.3556 10317.000068174_3555 length=150 number of reps 156	ERR2033469.3556	MN212438.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032698.422 10317.000047463_421 length=150 number of reps 156	ERR2032698.422	LR654724.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.3890 10317.000068175_3889 length=150 number of reps 155	ERR2033470.3890	KY281322.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1597056.217 10317.000042630_216 length=150 number of reps 155	ERR1597056.217	GU243840.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1389836.169 10317.000038305_168 length=150 number of reps 155	ERR1389836.169	MT268985.1	100.0	6.369999999999999e-71	Bacteroides fragilis	817	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis
>ERR2033470.1595 10317.000068175_1594 length=150 number of reps 154	ERR2033470.1595	KX994689.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2697882.6114 10317.000097473_6113 length=151 number of reps 153	ERR2697882.6114	KP108951.1	100.0	1.7899999999999994e-71	uncultured Prevotella sp.	159272	Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;uncultured Prevotella sp.
>ERR2696999.13200 10317.000093103_13199 length=151 number of reps 153	ERR2696999.13200	KY879215.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.8202 10317.000068175_8201 length=150 number of reps 153	ERR2033470.8202	MH761873.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2304099.14087 10317.000079833_14086 length=151 number of reps 152	ERR2304099.14087	MG579226.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.3435 10317.000068175_3434 length=150 number of reps 152	ERR2033470.3435	KX653068.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842587.176 10317.000054208_175 length=150 number of reps 152	ERR1842587.176	FJ390546.1	99.333	2.96e-69	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.126 10317.000093103_125 length=151 number of reps 151	ERR2696999.126	MH292204.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.181 10317.000107269_180 length=151 number of reps 150	ERR4019312.181	MT510198.1	100.0	1.7899999999999994e-71	Pseudomonas aeruginosa	287	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa
>ERR2696475.4368 10317.000075933_4367 length=151 number of reps 150	ERR2696475.4368	MT491072.1	100.0	6.429999999999998e-71	Bifidobacterium pseudocatenulatum	28026	Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum
>ERR1842802.25 10317.000050274_24 length=150 number of reps 150	ERR1842802.25	CP020509.1	100.0	6.369999999999999e-71	Escherichia coli	562	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR2696999.17756 10317.000093103_17755 length=151 number of reps 149	ERR2696999.17756	JN611629.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.15 10317.000093103_14 length=151 number of reps 149	ERR2696999.15	FP078216.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1417508.294 10317.000033063_293 length=150 number of reps 149	ERR1417508.294	MH761842.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1389836.273 10317.000038305_272 length=150 number of reps 149	ERR1389836.273	LR648546.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.296 10317.000107269_295 length=151 number of reps 148	ERR4019312.296	KT926815.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.5 10317.000093103_4 length=151 number of reps 148	ERR2696999.5	CP053229.1	100.0	1.7899999999999994e-71	[Clostridium] bolteae	208479	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;[Clostridium] bolteae
>ERR2696999.281 10317.000093103_280 length=151 number of reps 148	ERR2696999.281	MG859037.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.7325 10317.000093103_7324 length=151 number of reps 147	ERR2696999.7325	MN474487.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
