header	seqid	accession	identity	evalue	sciname	taxids	taxonomy
>ERR2696475.11206 10317.000075933_11205 length=151 number of reps 112	ERR2696475.11206	JN611629.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1389836.6754 10317.000038305_6753 length=150 number of reps 111	ERR1389836.6754	LC515556.1	100.0	6.369999999999999e-71	Collinsella aerofaciens	74426	Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella aerofaciens
>ERR1842802.795 10317.000050274_794 length=150 number of reps 110	ERR1842802.795	CP020509.1	99.333	2.96e-69	Escherichia coli	562	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR2696591.28 10317.000092754_27 length=151 number of reps 108	ERR2696591.28	LR652385.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696475.98 10317.000075933_97 length=151 number of reps 107	ERR2696475.98	MN474282.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696475.49 10317.000075933_48 length=151 number of reps 107	ERR2696475.49	KC302838.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842802.57 10317.000050274_56 length=150 number of reps 107	ERR1842802.57	MT464394.1	99.333	2.96e-69	Bacteroides dorei	357276	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides dorei
>ERR1842802.15475 10317.000050274_15474 length=150 number of reps 107	ERR1842802.15475	LR027880.1	100.0	6.369999999999999e-71	Roseburia intestinalis L1-82	536231	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia intestinalis
>ERR2696475.4735 10317.000075933_4734 length=151 number of reps 106	ERR2696475.4735	MF364912.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842802.1284 10317.000050274_1283 length=150 number of reps 105	ERR1842802.1284	KM121279.1	100.0	2.96e-69	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696475.2373 10317.000075933_2372 length=151 number of reps 104	ERR2696475.2373	KX593434.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2523964.5 10317.000076672_4 length=151 number of reps 104	ERR2523964.5	CP051672.1	100.0	1.7899999999999994e-71	Parabacteroides distasonis	823	Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis
>ERR2696475.1976 10317.000075933_1975 length=151 number of reps 103	ERR2696475.1976	MH515849.1	100.0	1.7899999999999994e-71	uncultured Bacteroides sp.	162156	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured Bacteroides sp.
>ERR1389836.2281 10317.000038305_2280 length=150 number of reps 103	ERR1389836.2281	MN474561.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019071.241 10317.000074586_240 length=151 number of reps 102	ERR4019071.241	HQ792171.1	100.0	1.7899999999999994e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR1389836.688 10317.000038305_687 length=150 number of reps 102	ERR1389836.688	MH570136.1	100.0	6.369999999999999e-71	uncultured Bacteroides sp.	162156	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured Bacteroides sp.
>ERR1389836.29 10317.000038305_28 length=150 number of reps 102	ERR1389836.29	MH761645.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019071.143 10317.000074586_142 length=151 number of reps 100	ERR4019071.143	MG702957.1	100.0	1.7899999999999994e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR2696443.813 10317.000058971_812 length=151 number of reps 100	ERR2696443.813	MH761865.1	99.338	8.309999999999998e-70	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
