header	seqid	accession	identity	evalue	sciname	taxids	taxonomy
>ERR2092007.96 10317.000062984_95 length=150 number of reps 264	ERR2092007.96	MT509513.1	100.0	6.3599999999999995e-71	Enterococcus faecium	1352	Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium
>ERR4019724.375 10317.000102683_374 length=151 number of reps 262	ERR4019724.375	KX877349.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.4369 10317.000093103_4368 length=151 number of reps 262	ERR2696999.4369	LR650618.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.2427 10317.000093103_2426 length=151 number of reps 262	ERR2696999.2427	MH515849.1	100.0	1.7799999999999998e-71	uncultured Bacteroides sp.	162156	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured Bacteroides sp.
>ERR4019336.150 10317.000107973_149 length=151 number of reps 260	ERR4019336.150	LR647866.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.208 10317.000107973_207 length=151 number of reps 257	ERR4019336.208	MN474580.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.4418 10317.000093103_4417 length=151 number of reps 257	ERR2696999.4418	LR646166.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.204 10317.000093103_203 length=151 number of reps 254	ERR2696999.204	MN212298.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.26924 10317.000039622_26923 length=150 number of reps 252	ERR2032574.26924	KX654242.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1389911.898 10317.000040397_897 length=150 number of reps 252	ERR1389911.898	HQ748123.1	100.0	6.3599999999999995e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR4019336.1157 10317.000107973_1156 length=151 number of reps 250	ERR4019336.1157	MH467622.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2092007.155 10317.000062984_154 length=150 number of reps 250	ERR2092007.155	KX632889.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.11960 10317.000093103_11959 length=151 number of reps 249	ERR2696999.11960	AP019739.1	100.0	1.7799999999999998e-71	Alistipes sp. 5CBH24	2585118	Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes communis
>ERR2032574.32429 10317.000039622_32428 length=150 number of reps 249	ERR2032574.32429	LR640969.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1389919.13 10317.000040411_12 length=150 number of reps 248	ERR1389919.13	MN474769.1	99.333	2.96e-69	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.2459 10317.000107973_2458 length=151 number of reps 243	ERR4019336.2459	LT674860.1	100.0	1.7799999999999998e-71	uncultured Tissierellaceae bacterium	1841660	Firmicutes;Tissierellia;Tissierellales;Tissierellaceae;NaN;uncultured Tissierellaceae bacterium
>ERR2092007.2313 10317.000062984_2312 length=150 number of reps 242	ERR2092007.2313	MN474844.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.286 10317.000039622_285 length=150 number of reps 242	ERR2032574.286	HQ787732.1	100.0	6.3599999999999995e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2092225.20338 10317.000067634_20337 length=150 number of reps 240	ERR2092225.20338	HQ790659.1	100.0	6.3599999999999995e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2696999.6976 10317.000093103_6975 length=151 number of reps 236	ERR2696999.6976	MN841017.1	99.338	2.3099999999999995e-70	Escherichia coli	562	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR4019336.48 10317.000107973_47 length=151 number of reps 232	ERR4019336.48	LR652033.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.815 10317.000039622_814 length=150 number of reps 232	ERR2032574.815	MH468612.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.26994 10317.000039622_26993 length=150 number of reps 232	ERR2032574.26994	MH570134.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019724.228 10317.000102683_227 length=151 number of reps 231	ERR4019724.228	MN156805.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.8205 10317.000107973_8204 length=151 number of reps 228	ERR4019336.8205	DQ339886.1	99.338	8.299999999999999e-70	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1841793.4860 10317.000052259_4859 length=150 number of reps 227	ERR1841793.4860	MH761406.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.16429 10317.000093103_16428 length=151 number of reps 226	ERR2696999.16429	MT445120.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2092007.11308 10317.000062984_11307 length=150 number of reps 226	ERR2092007.11308	LC528171.1	100.0	6.3599999999999995e-71	Akkermansia muciniphila	239935	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila
>ERR2032574.639 10317.000039622_638 length=150 number of reps 225	ERR2032574.639	MK274834.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.179 10317.000039622_178 length=150 number of reps 225	ERR2032574.179	MF364912.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.16643 10317.000107973_16642 length=151 number of reps 222	ERR4019336.16643	FP080294.1	99.338	8.299999999999999e-70	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2092007.20631 10317.000062984_20630 length=150 number of reps 222	ERR2092007.20631	MT498626.1	100.0	6.3599999999999995e-71	Veillonella sp.	1926307	Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;Veillonella sp.
>ERR2032574.3806 10317.000039622_3805 length=150 number of reps 222	ERR2032574.3806	MH228452.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2092225.84 10317.000067634_83 length=150 number of reps 221	ERR2092225.84	MN212437.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.7193 10317.000107973_7192 length=151 number of reps 219	ERR4019336.7193	MH228452.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.121 10317.000093103_120 length=151 number of reps 219	ERR2696999.121	MH761740.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696437.1544 10317.000052139_1543 length=151 number of reps 218	ERR2696437.1544	MH468612.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.1268 10317.000107973_1267 length=151 number of reps 217	ERR4019336.1268	MH761406.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2092225.3247 10317.000067634_3246 length=150 number of reps 216	ERR2092225.3247	KF233195.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.3738 10317.000039622_3737 length=150 number of reps 216	ERR2032574.3738	MG702800.1	100.0	6.3599999999999995e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR1845908.21 10317.000036888_20 length=150 number of reps 216	ERR1845908.21	MN918286.1	100.0	6.3599999999999995e-71	Bifidobacterium gallinarum	78344	Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium gallinarum
>ERR4019336.855 10317.000107973_854 length=151 number of reps 213	ERR4019336.855	LC515556.1	100.0	1.7799999999999998e-71	Collinsella aerofaciens	74426	Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella aerofaciens
>ERR2313983.8 10317.000040070_7 length=151 number of reps 213	ERR2313983.8	CP053398.1	100.0	6.4199999999999995e-71	Serratia plymuthica	82996	Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Serratia plymuthica
>ERR2032574.627 10317.000039622_626 length=150 number of reps 212	ERR2032574.627	LR647866.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.12602 10317.000039622_12601 length=150 number of reps 209	ERR2032574.12602	KC304282.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019314.5813 10317.000107280_5812 length=151 number of reps 208	ERR4019314.5813	CP020509.1	100.0	1.7799999999999998e-71	Escherichia coli	562	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR4019314.16117 10317.000107280_16116 length=151 number of reps 207	ERR4019314.16117	MT250924.1	99.333	2.9899999999999995e-69	Pseudomonas fragi	296	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fragi
>ERR2032574.1171 10317.000039622_1170 length=150 number of reps 207	ERR2032574.1171	MN212470.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.12163 10317.000107973_12162 length=151 number of reps 206	ERR4019336.12163	MH467921.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.1102 10317.000107973_1101 length=151 number of reps 206	ERR4019336.1102	FJ503780.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.21160 10317.000093103_21159 length=151 number of reps 206	ERR2696999.21160	KF842651.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.20304 10317.000039622_20303 length=150 number of reps 205	ERR2032574.20304	HQ759560.1	100.0	6.3599999999999995e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2696999.67 10317.000093103_66 length=151 number of reps 203	ERR2696999.67	KX593434.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.2002 10317.000039622_2001 length=150 number of reps 202	ERR2032574.2002	KX593306.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1459224.139 10317.000049819_138 length=150 number of reps 202	ERR1459224.139	LR654832.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1389911.410 10317.000040397_409 length=150 number of reps 202	ERR1389911.410	MN474871.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.301 10317.000039622_300 length=150 number of reps 201	ERR2032574.301	KY878431.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.215 10317.000039622_214 length=150 number of reps 200	ERR2032574.215	HQ786825.1	100.0	6.3599999999999995e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2032574.42165 10317.000039622_42164 length=150 number of reps 199	ERR2032574.42165	MK274923.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.271 10317.000039622_270 length=150 number of reps 198	ERR2032574.271	KY879215.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.209 10317.000039622_208 length=150 number of reps 198	ERR2032574.209	KY049721.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032517.16938 10317.000031563_16937 length=150 number of reps 197	ERR2032517.16938	MN212496.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2524147.98 10317.000089999_97 length=151 number of reps 196	ERR2524147.98	MG558257.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032517.14098 10317.000031563_14097 length=150 number of reps 196	ERR2032517.14098	LT674860.1	100.0	6.3599999999999995e-71	uncultured Tissierellaceae bacterium	1841660	Firmicutes;Tissierellia;Tissierellales;Tissierellaceae;NaN;uncultured Tissierellaceae bacterium
>ERR4019336.8564 10317.000107973_8563 length=151 number of reps 194	ERR4019336.8564	EU197524.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.1217 10317.000107973_1216 length=151 number of reps 193	ERR4019336.1217	CP048437.1	100.0	6.4199999999999995e-71	Faecalibacterium prausnitzii A2-165	411483	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii
>ERR2032574.6501 10317.000039622_6500 length=150 number of reps 193	ERR2032574.6501	LR640822.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.240 10317.000107973_239 length=151 number of reps 192	ERR4019336.240	KC302008.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.19466 10317.000107973_19465 length=151 number of reps 189	ERR4019336.19466	MT463733.1	99.338	8.299999999999999e-70	Bacteroides vulgatus	821	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides vulgatus
>ERR2092007.26581 10317.000062984_26580 length=150 number of reps 189	ERR2092007.26581	LR638605.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1389911.390 10317.000040397_389 length=150 number of reps 188	ERR1389911.390	KX593225.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.7136 10317.000039622_7135 length=150 number of reps 187	ERR2032574.7136	MN212432.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.35 10317.000107973_34 length=151 number of reps 186	ERR4019336.35	MH221941.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.33546 10317.000107973_33545 length=151 number of reps 185	ERR4019336.33546	LC515551.1	100.0	1.7799999999999998e-71	Intestinimonas butyriciproducens	1297617	Firmicutes;Clostridia;Clostridiales;NaN;Intestinimonas;Intestinimonas butyriciproducens
>ERR2032574.2739 10317.000039622_2738 length=150 number of reps 185	ERR2032574.2739	CP048437.1	100.0	2.2899999999999996e-70	Faecalibacterium prausnitzii A2-165	411483	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii
>ERR2032574.260 10317.000039622_259 length=150 number of reps 185	ERR2032574.260	KP108987.1	100.0	6.3599999999999995e-71	uncultured Oscillibacter sp.	876091	Firmicutes;Clostridia;Clostridiales;Oscillospiraceae;Oscillibacter;uncultured Oscillibacter sp.
>ERR4019314.89 10317.000107280_88 length=151 number of reps 184	ERR4019314.89	MT250924.1	99.338	8.299999999999999e-70	Pseudomonas fragi	296	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fragi
>ERR2092225.118 10317.000067634_117 length=150 number of reps 183	ERR2092225.118	MN474461.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2313983.5144 10317.000040070_5143 length=151 number of reps 182	ERR2313983.5144	CP053398.1	99.338	8.299999999999999e-70	Serratia plymuthica	82996	Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Serratia plymuthica
>ERR2092007.873 10317.000062984_872 length=150 number of reps 182	ERR2092007.873	CP038428.1	99.333	2.96e-69	Escherichia coli O157:H7	83334	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR2032574.18006 10317.000039622_18005 length=150 number of reps 181	ERR2032574.18006	MN474843.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.1474 10317.000039622_1473 length=150 number of reps 181	ERR2032574.1474	MN474417.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2092007.844 10317.000062984_843 length=150 number of reps 180	ERR2092007.844	CP038428.1	99.333	2.96e-69	Escherichia coli O157:H7	83334	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR2032574.1700 10317.000039622_1699 length=150 number of reps 180	ERR2032574.1700	MH570069.1	98.0	6.41e-66	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019314.65 10317.000107280_64 length=151 number of reps 179	ERR4019314.65	MT225834.1	99.338	8.299999999999999e-70	Pseudomonas psychrophila	122355	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas psychrophila
>ERR2032574.6420 10317.000039622_6419 length=150 number of reps 178	ERR2032574.6420	LC515557.1	100.0	6.3599999999999995e-71	Dysosmobacter welbionis	2093857	Firmicutes;Clostridia;Clostridiales;Oscillospiraceae;Dysosmobacter;Dysosmobacter welbionis
>ERR4019336.5245 10317.000107973_5244 length=151 number of reps 177	ERR4019336.5245	MG559119.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.3886 10317.000107973_3885 length=151 number of reps 177	ERR4019336.3886	MT463733.1	99.338	8.299999999999999e-70	Bacteroides vulgatus	821	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides vulgatus
>ERR2308949.28 10317.000084671_27 length=151 number of reps 177	ERR2308949.28	KY278534.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2092007.1994 10317.000062984_1993 length=150 number of reps 177	ERR2092007.1994	LC268639.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.573 10317.000107973_572 length=151 number of reps 176	ERR4019336.573	MN212240.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2404967.70 10317.000072390_69 length=151 number of reps 175	ERR2404967.70	LR642055.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.2524 10317.000107973_2523 length=151 number of reps 173	ERR4019336.2524	LR699017.1	100.0	6.4199999999999995e-71	Faecalibacterium prausnitzii	853	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii
>ERR4019336.16523 10317.000107973_16522 length=151 number of reps 173	ERR4019336.16523	CP051144.1	100.0	1.7799999999999998e-71	Romboutsia sp. CE17	2724150	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii
>ERR4019336.129 10317.000107973_128 length=151 number of reps 173	ERR4019336.129	KF233195.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2404967.18 10317.000072390_17 length=151 number of reps 173	ERR2404967.18	KY932741.1	100.0	1.7799999999999998e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2092225.419 10317.000067634_418 length=150 number of reps 173	ERR2092225.419	KJ421820.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.261 10317.000039622_260 length=150 number of reps 173	ERR2032574.261	MG240816.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1389881.86 10317.000040057_85 length=150 number of reps 173	ERR1389881.86	MN212240.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032517.621 10317.000031563_620 length=150 number of reps 172	ERR2032517.621	MT482664.1	100.0	6.3599999999999995e-71	Dialister invisus	218538	Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister;Dialister invisus
>ERR2404967.321 10317.000072390_320 length=151 number of reps 171	ERR2404967.321	HQ787930.1	100.0	1.7799999999999998e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2313983.1383 10317.000040070_1382 length=151 number of reps 170	ERR2313983.1383	CP053398.1	99.338	8.299999999999999e-70	Serratia plymuthica	82996	Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Serratia plymuthica
>ERR2092007.87 10317.000062984_86 length=150 number of reps 168	ERR2092007.87	MT115999.1	100.0	6.3599999999999995e-71	bacterium	1869227	NaN;NaN;NaN;NaN;NaN;bacterium
>ERR2092007.27 10317.000062984_26 length=150 number of reps 168	ERR2092007.27	MT509624.1	99.333	2.96e-69	Escherichia coli	562	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR2696999.17900 10317.000093103_17899 length=151 number of reps 167	ERR2696999.17900	MN474769.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.160 10317.000093103_159 length=151 number of reps 166	ERR2696999.160	CP048627.1	100.0	1.7799999999999998e-71	Megamonas funiformis	437897	Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas funiformis
>ERR1845908.98 10317.000036888_97 length=150 number of reps 166	ERR1845908.98	HQ805379.1	100.0	6.3599999999999995e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR4019336.325 10317.000107973_324 length=151 number of reps 165	ERR4019336.325	JN883661.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.154 10317.000107973_153 length=151 number of reps 165	ERR4019336.154	KF843672.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.14453 10317.000107973_14452 length=151 number of reps 165	ERR4019336.14453	CP053229.1	100.0	1.7799999999999998e-71	[Clostridium] bolteae	208479	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;[Clostridium] bolteae
>ERR2092007.85 10317.000062984_84 length=150 number of reps 165	ERR2092007.85	CP038428.1	99.333	2.96e-69	Escherichia coli O157:H7	83334	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR2032574.2391 10317.000039622_2390 length=150 number of reps 165	ERR2032574.2391	FP077798.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.5890 10317.000039622_5889 length=150 number of reps 164	ERR2032574.5890	LR637151.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.3789 10317.000039622_3788 length=150 number of reps 164	ERR2032574.3789	MT445091.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032574.227 10317.000039622_226 length=150 number of reps 164	ERR2032574.227	KY299737.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.26834 10317.000093103_26833 length=151 number of reps 163	ERR2696999.26834	MN212402.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019314.1296 10317.000107280_1295 length=151 number of reps 162	ERR4019314.1296	MT225834.1	99.338	8.299999999999999e-70	Pseudomonas psychrophila	122355	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas psychrophila
>ERR4019724.46 10317.000102683_45 length=151 number of reps 161	ERR4019724.46	KF841716.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019336.384 10317.000107973_383 length=151 number of reps 161	ERR4019336.384	KP105622.1	100.0	1.7799999999999998e-71	uncultured Prevotella sp.	159272	Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;uncultured Prevotella sp.
>ERR2092007.27204 10317.000062984_27203 length=150 number of reps 161	ERR2092007.27204	MG702837.1	100.0	6.3599999999999995e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR2309414.739 10317.000079421_738 length=151 number of reps 160	ERR2309414.739	FP082797.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2092007.343 10317.000062984_342 length=150 number of reps 159	ERR2092007.343	HQ758999.1	100.0	6.3599999999999995e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2032574.632 10317.000039622_631 length=150 number of reps 158	ERR2032574.632	MT268988.1	100.0	2.96e-69	Bacteroides uniformis	820	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis
>ERR1843798.305 10317.000052259_304 length=150 number of reps 158	ERR1843798.305	MG240723.1	99.333	2.96e-69	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
